,State,Year,Median Income,Standard Error
1324,Minnesota,2000 (30),"90,470","2,840"
1325,Mississippi,2000 (30),"57,200","2,258"
1326,Missouri,2000 (30),"75,210","1,979"
1327,Montana,2000 (30),"54,660","1,669"
1328,Nebraska,2000 (30),"69,620","1,698"
1329,Nevada,2000 (30),"76,310","1,686"
1330,New Hampshire,2000 (30),"84,930","2,073"
1331,New Jersey,2000 (30),"84,060","1,653"
1332,New Mexico,2000 (30),"58,520","2,081"
1333,New York,2000 (30),"67,950",969
1334,North Carolina,2000 (30),"63,900","1,344"
1335,North Dakota,2000 (30),"60,030","1,776"
1336,Ohio,2000 (30),"71,650","1,221"
1337,Oklahoma,2000 (30),"54,090","1,182"
1338,Oregon,2000 (30),"70,870","1,561"
1339,Pennsylvania,2000 (30),"70,330","1,174"
1340,Rhode Island,2000 (30),"70,370","1,698"
1341,South Carolina,2000 (30),"62,650","1,563"
1342,South Dakota,2000 (30),"60,830","1,146"
1343,Tennessee,2000 (30),"56,860","1,551"
1344,Texas,2000 (30),"64,390","1,309"
1345,Utah,2000 (30),"79,300","1,736"
1346,Vermont,2000 (30),"66,030","1,536"
1347,Virginia,2000 (30),"78,650","1,776"
1348,Washington,2000 (30),"70,920","2,020"
1349,West Virginia,2000 (30),"49,050","1,076"
1350,Wisconsin,2000 (30),"75,190","1,588"
1351,Wyoming,2000 (30),"66,090","1,761"
1353,Alabama,1999 (29),"62,540","2,051"
1354,Alaska,1999 (29),"88,670","3,840"
1355,Arizona,1999 (29),"63,820","1,955"
1356,Arkansas,1999 (29),"51,210","1,770"
1357,California,1999 (29),"75,270","1,213"
1358,Colorado,1999 (29),"83,110","2,558"
1359,Connecticut,1999 (29),"87,280","3,961"
1360,Delaware,1999 (29),"80,440","3,935"
1361,District of Columbia,1999 (29),"66,710","2,759"
1362,Florida,1999 (29),"61,810","1,082"
1363,Georgia,1999 (29),"68,010","2,338"
1364,Hawaii,1999 (29),"76,780","3,160"
1365,Idaho,1999 (29),"61,760","2,438"
1366,Illinois,1999 (29),"79,930","1,773"
1367,Indiana,1999 (29),"70,450","2,966"
1368,Iowa,1999 (29),"70,900","1,949"
1369,Kansas,1999 (29),"64,430","3,585"
1370,Kentucky,1999 (29),"58,200","2,560"
1371,Louisiana,1999 (29),"56,330","2,146"
1372,Maine,1999 (29),"67,040","2,275"
1373,Maryland,1999 (29),"90,060","3,825"
1374,Massachusetts,1999 (29),"75,920","3,490"
1375,Michigan,1999 (29),"79,510","1,770"
1376,Minnesota,1999 (29),"81,150","2,634"
1377,Mississippi,1999 (29),"56,030","2,429"
1378,Missouri,1999 (29),"71,390","2,055"
1379,Montana,1999 (29),"53,550","1,666"
1380,Nebraska,1999 (29),"66,640","2,357"
1381,Nevada,1999 (29),"71,530","3,043"
1382,New Hampshire,1999 (29),"79,450","3,367"
1383,New Jersey,1999 (29),"85,800","2,424"
1384,New Mexico,1999 (29),"56,200","3,012"
1385,New York,1999 (29),"68,990","1,516"
1386,North Carolina,1999 (29),"64,270","1,656"
1387,North Dakota,1999 (29),"56,350","2,386"
1388,Ohio,1999 (29),"68,120","1,706"
1389,Oklahoma,1999 (29),"56,380","2,572"
1390,Oregon,1999 (29),"70,070","2,160"
1391,Pennsylvania,1999 (29),"65,140","1,968"
1392,Rhode Island,1999 (29),"73,700","3,416"
1393,South Carolina,1999 (29),"62,900","2,981"
1394,South Dakota,1999 (29),"61,810","1,629"
1395,Tennessee,1999 (29),"63,010","2,260"
1396,Texas,1999 (29),"66,740","1,760"
1397,Utah,1999 (29),"79,440","2,786"
1398,Vermont,1999 (29),"71,740","2,427"
1399,Virginia,1999 (29),"78,830","3,054"
1400,Washington,1999 (29),"78,450","3,588"
1401,West Virginia,1999 (29),"50,540","1,982"
1402,Wisconsin,1999 (29),"78,780","3,240"
1403,Wyoming,1999 (29),"64,260","2,217"
1405,Alabama,1998,"63,860","2,301"
1406,Alaska,1998,"89,260","3,740"
1407,Arizona,1998,"65,310","2,210"
1408,Arkansas,1998,"48,710","2,043"
1409,California,1998,"72,080","1,016"
1410,Colorado,1998,"82,050","1,912"
1411,Connecticut,1998,"81,890","4,804"
1412,Delaware,1998,"73,000","3,087"
1413,District of Columbia,1998,"58,870","2,309"
1414,Florida,1998,"61,470","1,351"
1415,Georgia,1998,"68,080","2,076"
1416,Hawaii,1998,"71,890","4,172"
1417,Idaho,1998,"64,590","1,919"
1418,Illinois,1998,"76,030","2,173"
1419,Indiana,1998,"69,960","2,798"
1420,Iowa,1998,"65,190","2,117"
1421,Kansas,1998,"64,640","2,847"
1422,Kentucky,1998,"63,840","2,661"
1423,Louisiana,1998,"55,880","2,923"
1424,Maine,1998,"62,760","1,847"
1425,Maryland,1998,"88,070","3,805"
1426,Massachusetts,1998,"74,560","3,453"
1427,Michigan,1998,"73,640","1,615"
1428,Minnesota,1998,"84,390","3,724"
1429,Mississippi,1998,"51,280","2,039"
1430,Missouri,1998,"70,790","3,289"
1431,Montana,1998,"55,600","1,995"
1432,Nebraska,1998,"64,120","2,728"
1433,Nevada,1998,"70,010","2,157"
1434,New Hampshire,1998,"79,170","3,286"
1435,New Jersey,1998,"87,740","2,529"
1436,New Mexico,1998,"55,540","2,462"
1437,New York,1998,"65,850","1,368"
1438,North Carolina,1998,"63,110","1,800"
1439,North Dakota,1998,"53,360","2,076"
1440,Ohio,1998,"68,540","2,775"
1441,Oklahoma,1998,"59,390","2,169"
1442,Oregon,1998,"68,790","3,393"
1443,Pennsylvania,1998,"68,700","1,902"
1444,Rhode Island,1998,"71,640","4,679"
1445,South Carolina,1998,"58,580","2,307"
1446,South Dakota,1998,"57,730","1,784"
1447,Tennessee,1998,"60,030","2,301"
1448,Texas,1998,"63,010","1,166"
1449,Utah,1998,"78,000","2,421"
1450,Vermont,1998,"69,330","2,802"
1451,Virginia,1998,"76,340","3,865"
1452,Washington,1998,"83,500","2,428"
1453,West Virginia,1998,"47,020","1,373"
1454,Wisconsin,1998,"72,770","2,238"
1455,Wyoming,1998,"62,070","2,317"
1457,Alabama,1997,"57,010","2,868"
1458,Alaska,1997,"85,660","2,245"
1459,Arizona,1997,"58,440","2,315"
1460,Arkansas,1997,"46,700","2,060"
1461,California,1997,"70,850","1,542"
1462,Colorado,1997,"77,170","3,470"
1463,Connecticut,1997,"78,510","3,550"
1464,Delaware,1997,"76,810","3,680"
1465,District of Columbia,1997,"56,870","1,756"
1466,Florida,1997,"57,930","1,041"
1467,Georgia,1997,"65,440","1,635"
1468,Hawaii,1997,"73,060","2,497"
1469,Idaho,1997,"59,620","2,390"
1470,Illinois,1997,"73,690","1,396"
1471,Indiana,1997,"69,410","2,112"
1472,Iowa,1997,"60,300","2,288"
1473,Kansas,1997,"65,100","2,881"
1474,Kentucky,1997,"59,710","2,961"
1475,Louisiana,1997,"59,370","2,768"
1476,Maine,1997,"58,490","2,322"
1477,Maryland,1997,"83,330","2,634"
1478,Massachusetts,1997,"75,010","2,469"
1479,Michigan,1997,"69,150","1,978"
1480,Minnesota,1997,"75,970","2,695"
1481,Mississippi,1997,"50,870","2,474"
1482,Missouri,1997,"65,240","3,677"
1483,Montana,1997,"52,140","2,044"
1484,Nebraska,1997,"61,920","2,727"
1485,Nevada,1997,"69,350","2,813"
1486,New Hampshire,1997,"73,180","2,863"
1487,New Jersey,1997,"85,710","2,542"
1488,New Mexico,1997,"53,700","2,065"
1489,New York,1997,"63,900","1,132"
1490,North Carolina,1997,"63,970","1,637"
1491,North Dakota,1997,"56,510","2,429"
1492,Ohio,1997,"64,500","1,596"
1493,Oklahoma,1997,"55,960","1,830"
1494,Oregon,1997,"66,480","3,191"
1495,Pennsylvania,1997,"66,960","1,721"
1496,Rhode Island,1997,"62,110","3,989"
1497,South Carolina,1997,"61,150","2,872"
1498,South Dakota,1997,"53,000","2,044"
1499,Tennessee,1997,"54,680","2,424"
1500,Texas,1997,"62,610","1,571"
1501,Utah,1997,"76,350","3,186"
1502,Vermont,1997,"62,570","3,083"
1503,Virginia,1997,"76,670","3,386"
1504,Washington,1997,"79,540","3,061"
1505,West Virginia,1997,"49,060","2,347"
1506,Wisconsin,1997,"70,670","2,053"
1507,Wyoming,1997,"59,660","2,572"
1509,Alabama,1996,"55,250","2,294"
1510,Alaska,1996,"96,220","3,477"
1511,Arizona,1996,"57,680","2,323"
1512,Arkansas,1996,"49,450","1,783"
1513,California,1996,"70,760","1,491"
1514,Colorado,1996,"74,660","2,423"
1515,Connecticut,1996,"76,790","5,628"
1516,Delaware,1996,"71,670","2,556"
1517,District of Columbia,1996,"58,280","2,877"
1518,Florida,1996,"55,860",935
1519,Georgia,1996,"59,250","3,037"
1520,Hawaii,1996,"76,160","3,451"
1521,Idaho,1996,"63,280","2,445"
1522,Illinois,1996,"72,110","2,018"
1523,Indiana,1996,"64,080","2,366"
1524,Iowa,1996,"60,550","2,784"
1525,Kansas,1996,"59,410","2,662"
1526,Kentucky,1996,"59,090","2,624"
1527,Louisiana,1996,"55,170","2,352"
1528,Maine,1996,"63,260","2,208"
1529,Maryland,1996,"80,210","4,676"
1530,Massachusetts,1996,"72,000","3,522"
1531,Michigan,1996,"71,510","2,084"
1532,Minnesota,1996,"74,730","2,233"
1533,Mississippi,1996,"48,640","2,399"
1534,Missouri,1996,"62,470","2,758"
1535,Montana,1996,"52,300","2,855"
1536,Nebraska,1996,"62,010","2,735"
1537,Nevada,1996,"70,260","2,944"
1538,New Hampshire,1996,"71,840","3,161"
1539,New Jersey,1996,"86,540","2,219"
1540,New Mexico,1996,"45,740","1,989"
1541,New York,1996,"64,560","1,360"
1542,North Carolina,1996,"64,910","1,838"
1543,North Dakota,1996,"57,370","2,159"
1544,Ohio,1996,"62,110","1,938"
1545,Oklahoma,1996,"50,020","1,985"
1546,Oregon,1996,"64,710","2,323"
1547,Pennsylvania,1996,"63,630","1,776"
1548,Rhode Island,1996,"67,430","1,889"
1549,South Carolina,1996,"63,200","2,562"
1550,South Dakota,1996,"53,830","1,829"
1551,Tennessee,1996,"56,130","1,982"
1552,Texas,1996,"60,300","1,391"
1553,Utah,1996,"67,530","2,425"
1554,Vermont,1996,"58,990","2,279"
1555,Virginia,1996,"71,490","2,660"
1556,Washington,1996,"66,870","2,932"
1557,West Virginia,1996,"46,030","2,372"
1558,Wisconsin,1996,"72,930","3,245"
1559,Wyoming,1996,"56,430","1,564"
1561,Alabama,1995 (25),"48,640","2,369"
1562,Alaska,1995 (25),"89,740","3,758"
1563,Arizona,1995 (25),"57,750","2,545"
1564,Arkansas,1995 (25),"48,310","1,869"
1565,California,1995 (25),"69,250","1,353"
1566,Colorado,1995 (25),"76,170","2,904"
1567,Connecticut,1995 (25),"75,310","4,246"
1568,Delaware,1995 (25),"65,360","3,458"
1569,District of Columbia,1995 (25),"57,540","2,212"
1570,Florida,1995 (25),"55,660","1,145"
1571,Georgia,1995 (25),"63,810","1,679"
1572,Hawaii,1995 (25),"80,190","2,418"
1573,Idaho,1995 (25),"61,150","2,088"
1574,Illinois,1995 (25),"71,240","1,637"
1575,Indiana,1995 (25),"62,470","2,702"
1576,Iowa,1995 (25),"66,470","1,763"
1577,Kansas,1995 (25),"56,780","1,723"
1578,Kentucky,1995 (25),"55,780","2,150"
1579,Louisiana,1995 (25),"52,300","2,040"
1580,Maine,1995 (25),"63,360","2,036"
1581,Maryland,1995 (25),"76,800","3,045"
1582,Massachusetts,1995 (25),"72,180","2,760"
1583,Michigan,1995 (25),"68,160","1,860"
1584,Minnesota,1995 (25),"70,980","3,458"
1585,Mississippi,1995 (25),"49,660","1,924"
1586,Missouri,1995 (25),"65,170","2,569"
1587,Montana,1995 (25),"51,940","2,068"
1588,Nebraska,1995 (25),"61,620","2,161"
1589,Nevada,1995 (25),"67,520","2,459"
1590,New Hampshire,1995 (25),"73,300","2,912"
1591,New Jersey,1995 (25),"82,190","2,620"
1592,New Mexico,1995 (25),"48,640","2,058"
1593,New York,1995 (25),"61,800","1,340"
1594,North Carolina,1995 (25),"59,840","1,662"
1595,North Dakota,1995 (25),"54,430","2,277"
1596,Ohio,1995 (25),"65,380","1,849"
1597,Oklahoma,1995 (25),"49,240","1,647"
1598,Oregon,1995 (25),"68,070","1,815"
1599,Pennsylvania,1995 (25),"64,600","1,278"
1600,Rhode Island,1995 (25),"66,170","2,569"
1601,South Carolina,1995 (25),"54,400","2,620"
1602,South Dakota,1995 (25),"55,350","3,013"
1603,Tennessee,1995 (25),"54,300","2,373"
1604,Texas,1995 (25),"59,950","1,186"
1605,Utah,1995 (25),"68,260","1,720"
1606,Vermont,1995 (25),"63,290","2,324"
1607,Virginia,1995 (25),"67,780","2,603"
1608,Washington,1995 (25),"66,560","2,343"
1609,West Virginia,1995 (25),"46,560","1,628"
1610,Wisconsin,1995 (25),"76,640","2,466"
1611,Wyoming,1995 (25),"59,000","2,126"
1613,Alabama,1994 (24),"52,100","2,986"
1614,Alaska,1994 (24),"86,900","2,862"
1615,Arizona,1994 (24),"59,940","1,481"
1616,Arkansas,1994 (24),"48,970","1,808"
1617,California,1994 (24),"67,680","1,186"
1618,Colorado,1994 (24),"72,470","2,770"
1619,Connecticut,1994 (24),"78,720","3,055"
1620,Delaware,1994 (24),"68,720","2,281"
1621,District of Columbia,1994 (24),"57,690","2,121"
1622,Florida,1994 (24),"56,110","1,211"
1623,Georgia,1994 (24),"60,280","2,371"
1624,Hawaii,1994 (24),"80,940","4,641"
1625,Idaho,1994 (24),"60,410","2,448"
1626,Illinois,1994 (24),"67,200","1,531"
1627,Indiana,1994 (24),"53,360","1,977"
1628,Iowa,1994 (24),"63,360","2,452"
1629,Kansas,1994 (24),"54,250","2,038"
1630,Kentucky,1994 (24),"50,940","1,969"
1631,Louisiana,1994 (24),"49,180","2,875"
1632,Maine,1994 (24),"58,070","2,944"
1633,Maryland,1994 (24),"75,090","2,682"
1634,Massachusetts,1994 (24),"77,580","2,030"
1635,Michigan,1994 (24),"67,590","1,312"
1636,Minnesota,1994 (24),"64,450","2,605"
1637,Mississippi,1994 (24),"48,650","1,440"
1638,Missouri,1994 (24),"57,830","2,762"
1639,Montana,1994 (24),"52,930","2,387"
1640,Nebraska,1994 (24),"60,900","2,138"
1641,Nevada,1994 (24),"68,710","2,938"
1642,New Hampshire,1994 (24),"67,510","3,519"
1643,New Jersey,1994 (24),"80,990","2,038"
1644,New Mexico,1994 (24),"51,540","2,647"
1645,New York,1994 (24),"61,100",914
1646,North Carolina,1994 (24),"57,680","1,283"
1647,North Dakota,1994 (24),"54,170","2,136"
1648,Ohio,1994 (24),"61,020","1,119"
1649,Oklahoma,1994 (24),"51,700","2,324"
1650,Oregon,1994 (24),"60,260","2,161"
1651,Pennsylvania,1994 (24),"61,420","1,253"
1652,Rhode Island,1994 (24),"61,160","2,530"
1653,South Carolina,1994 (24),"57,170","2,182"
1654,South Dakota,1994 (24),"56,950","2,270"
1655,Tennessee,1994 (24),"54,860","1,969"
1656,Texas,1994 (24),"58,910","1,255"
1657,Utah,1994 (24),"68,420","1,994"
1658,Vermont,1994 (24),"68,580","3,651"
1659,Virginia,1994 (24),"72,110","2,933"
1660,Washington,1994 (24),"64,230","2,279"
1661,West Virginia,1994 (24),"45,140","2,331"
1662,Wisconsin,1994 (24),"67,790","2,437"
1663,Wyoming,1994 (24),"63,480","3,540"
1665,Alabama,1993 (23),"49,100","2,130"
1666,Alaska,1993 (23),"84,030","3,216"
1667,Arizona,1993 (23),"59,720","2,192"
1668,Arkansas,1993 (23),"45,100","1,658"
1669,California,1993 (23),"66,700","1,274"
1670,Colorado,1993 (23),"67,510","3,071"
1671,Connecticut,1993 (23),"77,350","3,249"
1672,Delaware,1993 (23),"70,590","1,662"
1673,District of Columbia,1993 (23),"53,450","3,379"
1674,Florida,1993 (23),"55,880","1,384"
1675,Georgia,1993 (23),"61,980","2,455"
1676,Hawaii,1993 (23),"83,510","3,443"
1677,Idaho,1993 (23),"60,700","2,590"
1678,Illinois,1993 (23),"64,320","1,586"
1679,Indiana,1993 (23),"57,700","2,664"
1680,Iowa,1993 (23),"56,110","2,427"
1681,Kansas,1993 (23),"58,270","2,239"
1682,Kentucky,1993 (23),"47,710","2,136"
1683,Louisiana,1993 (23),"51,500","2,278"
1684,Maine,1993 (23),"53,710","2,355"
1685,Maryland,1993 (23),"78,180","2,509"
1686,Massachusetts,1993 (23),"72,550","1,858"
1687,Michigan,1993 (23),"63,930","1,335"
1688,Minnesota,1993 (23),"65,930","2,372"
1689,Mississippi,1993 (23),"43,440","2,406"
1690,Missouri,1993 (23),"56,140","2,870"
1691,Montana,1993 (23),"51,810","1,889"
1692,Nebraska,1993 (23),"60,700","1,631"
1693,Nevada,1993 (23),"70,100","2,110"
1694,New Hampshire,1993 (23),"74,310","3,171"
1695,New Jersey,1993 (23),"79,280","1,930"
1696,New Mexico,1993 (23),"52,380","1,670"
1697,New York,1993 (23),"62,040","1,088"
1698,North Carolina,1993 (23),"56,410","1,278"
1699,North Dakota,1993 (23),"55,040","1,634"
1700,Ohio,1993 (23),"61,240","1,288"
1701,Oklahoma,1993 (23),"51,400","2,920"
1702,Oregon,1993 (23),"64,870","2,271"
1703,Pennsylvania,1993 (23),"60,670","1,358"
1704,Rhode Island,1993 (23),"65,590","3,028"
1705,South Carolina,1993 (23),"51,000","1,879"
1706,South Dakota,1993 (23),"54,290","2,036"
1707,Tennessee,1993 (23),"49,140","1,627"
1708,Texas,1993 (23),"56,230","1,200"
1709,Utah,1993 (23),"70,050","2,431"
1710,Vermont,1993 (23),"60,810","1,871"
1711,Virginia,1993 (23),"71,310","2,715"
1712,Washington,1993 (23),"69,790","2,175"
1713,West Virginia,1993 (23),"43,890","1,920"
1714,Wisconsin,1993 (23),"62,180","2,623"
1715,Wyoming,1993 (23),"57,630","2,284"
1717,Alabama,1992 (22),"51,770","2,122"
1718,Alaska,1992 (22),"83,850","2,319"
1719,Arizona,1992 (22),"58,890","2,182"
1720,Arkansas,1992 (22),"47,900","2,804"
1721,California,1992 (22),"70,010","1,262"
1722,Colorado,1992 (22),"65,160","2,951"
1723,Connecticut,1992 (22),"81,920","3,956"
1724,Delaware,1992 (22),"71,570","2,794"
1725,District of Columbia,1992 (22),"60,670","2,255"
1726,Florida,1992 (22),"54,860","1,055"
1727,Georgia,1992 (22),"57,760","2,463"
1728,Hawaii,1992 (22),"84,470","2,878"
1729,Idaho,1992 (22),"55,570","1,753"
1730,Illinois,1992 (22),"63,290","1,508"
1731,Indiana,1992 (22),"57,230","2,638"
1732,Iowa,1992 (22),"57,660","1,950"
1733,Kansas,1992 (22),"60,870","2,281"
1734,Kentucky,1992 (22),"47,110","2,525"
1735,Louisiana,1992 (22),"51,030","2,291"
1736,Maine,1992 (22),"59,410","2,058"
1737,Maryland,1992 (22),"74,630","3,262"
1738,Massachusetts,1992 (22),"72,930","1,480"
1739,Michigan,1992 (22),"64,720","1,526"
1740,Minnesota,1992 (22),"62,140","2,602"
1741,Mississippi,1992 (22),"41,260","2,154"
1742,Missouri,1992 (22),"54,880","2,911"
1743,Montana,1992 (22),"53,210","1,460"
1744,Nebraska,1992 (22),"60,270","2,148"
1745,Nevada,1992 (22),"64,000","1,597"
1746,New Hampshire,1992 (22),"79,100","3,855"
1747,New Jersey,1992 (22),"78,230","1,687"
1748,New Mexico,1992 (22),"51,870","2,702"
1749,New York,1992 (22),"62,290","1,061"
1750,North Carolina,1992 (22),"55,710","1,236"
1751,North Dakota,1992 (22),"54,080","1,807"
1752,Ohio,1992 (22),"62,990","1,177"
1753,Oklahoma,1992 (22),"50,720","2,156"
1754,Oregon,1992 (22),"64,040","4,090"
1755,Pennsylvania,1992 (22),"59,940","1,338"
1756,Rhode Island,1992 (22),"61,040","2,874"
1757,South Carolina,1992 (22),"55,320","2,876"
1758,South Dakota,1992 (22),"52,670","1,342"
1759,Tennessee,1992 (22),"48,780","1,831"
1760,Texas,1992 (22),"56,070","1,272"
1761,Utah,1992 (22),"68,700","2,297"
1762,Vermont,1992 (22),"65,700","2,674"
1763,Virginia,1992 (22),"76,620","2,726"
1764,Washington,1992 (22),"68,000","2,501"
1765,West Virginia,1992 (22),"40,660","1,789"
1766,Wisconsin,1992 (22),"66,810","2,200"
1767,Wyoming,1992 (22),"60,600","2,848"
1769,Alabama,1991,"50,080","2,197"
1770,Alaska,1991,"83,530","3,748"
1771,Arizona,1991,"63,220","1,845"
1772,Arkansas,1991,"48,200","1,610"
1773,California,1991,"69,240","1,409"
1774,Colorado,1991,"64,790","2,561"
1775,Connecticut,1991,"86,700","3,998"
1776,Delaware,1991,"67,020","2,285"
1777,District of Columbia,1991,"61,470","3,914"
1778,Florida,1991,"56,050",977
1779,Georgia,1991,"55,970","2,238"
1780,Hawaii,1991,"76,610","3,353"
1781,Idaho,1991,"53,720","2,116"
1782,Illinois,1991,"65,580","1,469"
1783,Indiana,1991,"55,720","1,896"
1784,Iowa,1991,"58,730","2,082"
1785,Kansas,1991,"60,250","1,921"
1786,Kentucky,1991,"48,880","2,151"
1787,Louisiana,1991,"52,040","2,378"
1788,Maine,1991,"57,320","2,577"
1789,Maryland,1991,"76,000","2,915"
1790,Massachusetts,1991,"73,460","1,625"
1791,Michigan,1991,"66,060","1,417"
1792,Minnesota,1991,"60,630","2,357"
1793,Mississippi,1991,"40,060","2,166"
1794,Missouri,1991,"57,440","2,910"
1795,Montana,1991,"51,060","1,831"
1796,Nebraska,1991,"60,780","2,071"
1797,Nevada,1991,"67,750","3,217"
1798,New Hampshire,1991,"74,110","2,754"
1799,New Jersey,1991,"82,370","2,125"
1800,New Mexico,1991,"54,590","2,458"
1801,New York,1991,"65,390","1,107"
1802,North Carolina,1991,"55,230","1,049"
1803,North Dakota,1991,"53,260","1,917"
1804,Ohio,1991,"61,270","1,561"
1805,Oklahoma,1991,"52,370","2,219"
1806,Oregon,1991,"62,100","2,236"
1807,Pennsylvania,1991,"62,460","1,263"
1808,Rhode Island,1991,"63,420","2,244"
1809,South Carolina,1991,"56,490","2,339"
1810,South Dakota,1991,"50,680","1,604"
1811,Tennessee,1991,"50,300","1,882"
1812,Texas,1991,"57,040","1,288"
1813,Utah,1991,"57,620","2,795"
1814,Vermont,1991,"59,970","2,513"
1815,Virginia,1991,"74,330","2,748"
1816,Washington,1991,"69,870","2,437"
1817,West Virginia,1991,"47,610","1,888"
1818,Wisconsin,1991,"64,040","2,094"
1819,Wyoming,1991,"59,750","2,843"
1821,Alabama,1990,"49,790","2,210"
1822,Alaska,1990,"83,770","3,468"
1823,Arizona,1990,"62,290","2,432"
1824,Arkansas,1990,"48,570","2,091"
1825,California,1990,"70,960","1,204"
1826,Colorado,1990,"65,510","1,931"
1827,Connecticut,1990,"82,850","4,470"
1828,Delaware,1990,"65,660","2,372"
1829,District of Columbia,1990,"58,390","3,330"
1830,Florida,1990,"56,880",968
1831,Georgia,1990,"58,750","2,528"
1832,Hawaii,1990,"82,960","3,014"
1833,Idaho,1990,"53,940","2,078"
1834,Illinois,1990,"69,370","1,543"
1835,Indiana,1990,"57,400","2,343"
1836,Iowa,1990,"58,170","2,102"
1837,Kansas,1990,"63,770","2,513"
1838,Kentucky,1990,"52,820","2,586"
1839,Louisiana,1990,"47,760","3,368"
1840,Maine,1990,"58,540","3,351"
1841,Maryland,1990,"82,830","3,402"
1842,Massachusetts,1990,"77,260","1,765"
1843,Michigan,1990,"63,810","1,413"
1844,Minnesota,1990,"67,070","2,191"
1845,Mississippi,1990,"43,010","1,710"
1846,Missouri,1990,"58,260","2,971"
1847,Montana,1990,"49,830","2,095"
1848,Nebraska,1990,"58,580","2,404"
1849,Nevada,1990,"68,260","2,513"
1850,New Hampshire,1990,"86,980","2,799"
1851,New Jersey,1990,"82,560","1,842"
1852,New Mexico,1990,"53,370","2,234"
1853,New York,1990,"67,340","1,089"
1854,North Carolina,1990,"56,120","1,185"
1855,North Dakota,1990,"53,850","2,138"
1856,Ohio,1990,"63,980","1,535"
1857,Oklahoma,1990,"51,980","2,225"
1858,Oregon,1990,"62,410","2,059"
1859,Pennsylvania,1990,"61,830","1,467"
1860,Rhode Island,1990,"68,140","2,505"
1861,South Carolina,1990,"61,250","2,948"
1862,South Dakota,1990,"52,380","1,829"
1863,Tennessee,1990,"48,160","1,852"
1864,Texas,1990,"60,170","1,526"
1865,Utah,1990,"64,250","2,170"
1866,Vermont,1990,"66,290","2,837"
1867,Virginia,1990,"74,760","2,234"
1868,Washington,1990,"68,450","2,641"
1869,West Virginia,1990,"47,190","2,434"
1870,Wisconsin,1990,"65,460","1,912"
1871,Wyoming,1990,"62,800","2,112"
1873,Alabama,1989,"47,570","2,392"
1874,Alaska,1989,"80,480","3,080"
1875,Arizona,1989,"63,820","2,705"
1876,Arkansas,1989,"47,910","2,045"
1877,California,1989,"73,780","1,381"
1878,Colorado,1989,"59,920","3,125"
1879,Connecticut,1989,"94,600","3,558"
1880,Delaware,1989,"71,680","2,533"
1881,District of Columbia,1989,"59,800","2,269"
1882,Florida,1989,"58,310","1,062"
1883,Georgia,1989,"61,560","2,282"
1884,Hawaii,1989,"78,310","2,968"
1885,Idaho,1989,"55,110","2,130"
1886,Illinois,1989,"69,960","1,393"
1887,Indiana,1989,"57,890","2,284"
1888,Iowa,1989,"58,710","1,770"
1889,Kansas,1989,"60,040","2,030"
1890,Kentucky,1989,"52,040","2,696"
1891,Louisiana,1989,"51,100","4,151"
1892,Maine,1989,"63,080","3,105"
1893,Maryland,1989,"80,500","2,653"
1894,Massachusetts,1989,"80,660","1,574"
1895,Michigan,1989,"68,790","1,766"
1896,Minnesota,1989,"67,470","2,857"
1897,Mississippi,1989,"44,520","2,117"
1898,Missouri,1989,"59,230","1,667"
1899,Montana,1989,"52,960","2,930"
1900,Nebraska,1989,"58,830","3,400"
1901,Nevada,1989,"65,580","2,119"
1902,New Hampshire,1989,"83,890","3,064"
1903,New Jersey,1989,"87,440","2,119"
1904,New Mexico,1989,"50,520","2,300"
1905,New York,1989,"70,400","1,013"
1906,North Carolina,1989,"59,020","1,156"
1907,North Dakota,1989,"56,390","2,018"
1908,Ohio,1989,"64,870","1,464"
1909,Oklahoma,1989,"52,900","2,763"
1910,Oregon,1989,"63,770","3,208"
1911,Pennsylvania,1989,"64,130","1,529"
1912,Rhode Island,1989,"67,330","3,026"
1913,South Carolina,1989,"53,190","2,367"
1914,South Dakota,1989,"53,890","2,233"
1915,Tennessee,1989,"50,540","2,917"
1916,Texas,1989,"57,860","1,249"
1917,Utah,1989,"68,660","2,267"
1918,Vermont,1989,"69,950","2,539"
1919,Virginia,1989,"76,260","2,693"
1920,Washington,1989,"71,440","3,290"
1921,West Virginia,1989,"48,450","1,884"
1922,Wisconsin,1989,"65,100","2,772"
1923,Wyoming,1989,"65,990","2,881"
1925,Alabama,1988,"46,550","2,128"
1926,Alaska,1988,"77,240","2,760"
1927,Arizona,1988,"61,680","1,967"
1928,Arkansas,1988,"47,070","1,647"
1929,California,1988,"70,670","1,479"
1930,Colorado,1988,"61,170","2,998"
1931,Connecticut,1988,"84,500","3,017"
1932,Delaware,1988,"71,180","2,723"
1933,District of Columbia,1988,"62,400","1,745"
1934,Florida,1988,"59,280","1,108"
1935,Georgia,1988,"61,990","2,091"
1936,Hawaii,1988,"77,060","3,458"
1937,Idaho,1988,"54,720","2,343"
1938,Illinois,1988,"68,890","1,759"
1939,Indiana,1988,"61,350","2,172"
1940,Iowa,1988,"56,710","2,515"
1941,Kansas,1988,"59,650","2,690"
1942,Kentucky,1988,"46,450","1,869"
1943,Louisiana,1988,"47,830","3,439"
1944,Maine,1988,"61,600","2,198"
1945,Maryland,1988,"85,290","2,791"
1946,Massachusetts,1988,"77,500","1,958"
1947,Michigan,1988,"68,770","1,416"
1948,Minnesota,1988,"67,870","2,429"
1949,Mississippi,1988,"42,390","2,072"
